"","VCMYMD","VCMEquityIdentifier","price","invRank","MARKET_VAL","sector"
"298",19901130,"AFAM        ",5.815268,7,40.103125,"Health Care"
"299",19901207,"AFAM        ",5.673431,4,39.125,"Health Care"
"300",19901214,"AFAM        ",5.247924,3,36.190625,"Health Care"
"301",19901221,"AFAM        ",5.531596,4,38.146875,"Health Care"
"302",19901228,"AFAM        ",5.815268,7,40.103125,"Health Care"
"303",19901231,"AFAM        ",5.815268,7,40.103125,"Health Care"
"304",19910104,"AFAM        ",6.38261,16,44.015625,"Health Care"
"305",19910111,"AFAM        ",4.538745,1,31.3,"Health Care"
"306",19910118,"AFAM        ",4.255074,1,29.34375,"Health Care"
"307",19910125,"AFAM        ",3.829566,1,26.409375,"Health Care"
"308",19910201,"AFAM        ",3.829566,1,26.409375,"Health Care"
"309",19910208,"AFAM        ",4.255074,1,29.34375,"Health Care"
"310",19910215,"AFAM        ",4.822417,1,33.25625,"Health Care"
"311",19910222,"AFAM        ",4.822417,1,33.25625,"Health Care"
"312",19910301,"AFAM        ",3.9714,1,27.3875,"Health Care"
"313",19910308,"AFAM        ",3.333141,1,22.9859375,"Health Care"
"314",19910315,"AFAM        ",3.687731,1,25.43125,"Health Care"
"315",19910322,"AFAM        ",3.545895,1,24.453125,"Health Care"
"316",19910328,"AFAM        ",3.76035,1,25.93205,"Health Care"
"317",19910405,"AFAM        ",4.39691,1,30.321875,"Health Care"
"318",19910412,"AFAM        ",4.044022,1,27.8883,"Health Care"
"319",19910419,"AFAM        ",4.184156,1,28.8546875,"Health Care"
"320",19910426,"AFAM        ",5.38976,11,37.16875,"Health Care"
"321",19910503,"AFAM        ",5.957103,23,41.08125,"Health Care"
"322",19910510,"AFAM        ",6.949954,29,47.928125,"Health Care"
"323",19910517,"AFAM        ",6.524446,29,44.99375,"Health Care"
"324",19910524,"AFAM        ",5.673431,22,39.125,"Health Care"
"325",19910531,"AFAM        ",5.673431,21,39.125,"Health Care"
"326",19910607,"AFAM        ",5.673431,22,39.125,"Health Care"
"327",19910614,"AFAM        ",5.247924,14,36.190625,"Health Care"
"328",19910621,"AFAM        ",4.964252,11,34.234375,"Health Care"
"329",19910628,"AFAM        ",4.113238,1,28.365625,"Health Care"
"330",19910705,"AFAM        ",4.680581,8,32.278125,"Health Care"
"331",19910712,"AFAM        ",4.680581,9,32.278125,"Health Care"
"332",19910719,"AFAM        ",4.255074,2,29.34375,"Health Care"
"333",19910726,"AFAM        ",4.113238,2,28.365625,"Health Care"
"334",19910802,"AFAM        ",4.39691,5,30.321875,"Health Care"
"335",19910809,"AFAM        ",4.39691,4,30.321875,"Health Care"
"336",19910816,"AFAM        ",3.9714,2,27.3875,"Health Care"
"337",19910823,"AFAM        ",3.76035,1,25.93205,"Health Care"
"338",19910830,"AFAM        ",3.76035,1,25.93205,"Health Care"
"339",19910906,"AFAM        ",3.76035,2,25.93205,"Health Care"
"340",19910913,"AFAM        ",3.616813,1,24.9421875,"Health Care"
"341",19910920,"AFAM        ",3.406328,1,23.49065,"Health Care"
"342",19910927,"AFAM        ",3.476679,1,23.9758,"Health Care"
